2.199999780000021776e-01	3.016999999999999904e+00	1.318000000000000060e+00
2.399999808000015389e-01	3.044000000000000039e+00	7.399999999999999911e-01
2.599999896000004251e-01	2.904999999999999805e+00	5.230000000000000204e-01
2.799999664000040189e-01	2.815999999999999837e+00	4.169999999999999818e-01
3.000000300000029707e-01	2.774000000000000021e+00	3.569999999999999840e-01
3.200000000000000067e-01	2.783999999999999808e+00	2.989999999999999880e-01
3.400000544000087443e-01	2.790000000000000036e+00	1.900000000000000022e-01
3.599999712000023222e-01	2.709999999999999964e+00	5.399999999999999939e-02
3.799999924000001528e-01	2.615000000000000213e+00	1.499999999999999944e-02
4.000000000000000222e-01	2.549999999999999822e+00	8.000000000000000167e-03
4.200000672000107627e-01	2.508000000000000007e+00	4.000000000000000083e-03
4.400000528000063138e-01	2.475000000000000089e+00	3.000000000000000062e-03
4.600000092000001706e-01	2.451000000000000068e+00	3.000000000000000062e-03
4.800000768000122209e-01	2.428999999999999826e+00	1.000000000000000021e-03
5.000000000000000000e-01	2.415999999999999925e+00	3.000000000000000062e-03
5.199999792000008503e-01	2.396999999999999797e+00	0.000000000000000000e+00
5.399999568000034555e-01	2.383999999999999897e+00	0.000000000000000000e+00
5.600000896000143502e-01	2.373000000000000220e+00	1.000000000000000021e-03
5.799999768000009270e-01	2.362999999999999989e+00	1.000000000000000021e-03
5.999998800000240218e-01	2.354999999999999982e+00	2.000000000000000042e-03
6.200000868000121734e-01	2.347999999999999865e+00	2.000000000000000042e-03
6.400000000000000133e-01	2.341000000000000192e+00	2.000000000000000042e-03
6.600002244000763296e-01	2.334999999999999964e+00	5.000000000000000104e-03
6.800001088000174887e-01	2.330999999999999961e+00	5.000000000000000104e-03
7.000002100000630723e-01	2.326999999999999957e+00	6.000000000000000125e-03
7.199999424000046444e-01	2.322000000000000064e+00	6.000000000000000125e-03
7.400001924000499942e-01	2.318999999999999950e+00	7.000000000000000146e-03
7.600002736000984749e-01	2.315999999999999837e+00	7.000000000000000146e-03
7.800001716000377616e-01	2.313000000000000167e+00	8.000000000000000167e-03
8.000000000000000444e-01	2.310000000000000053e+00	8.999999999999999320e-03
8.200001312000209097e-01	2.307999999999999829e+00	8.999999999999999320e-03
8.400001344000215253e-01	2.306000000000000050e+00	1.000000000000000021e-02
8.599997764000580913e-01	2.303999999999999826e+00	1.099999999999999936e-02
8.799997184000901695e-01	2.302999999999999936e+00	1.099999999999999936e-02
9.000000900000089121e-01	2.301000000000000156e+00	1.200000000000000025e-02
9.200004416002119934e-01	2.299999999999999822e+00	1.200000000000000025e-02
9.399998120000376822e-01	2.298999999999999932e+00	1.299999999999999940e-02
9.599996928000983365e-01	2.298000000000000043e+00	1.400000000000000029e-02
9.800001568000250574e-01	2.298000000000000043e+00	1.499999999999999944e-02
1.000000000000000000e+00	2.298000000000000043e+00	1.600000000000000033e-02
1.020000163200026178e+00	2.298000000000000043e+00	1.600000000000000033e-02
1.040000499200239625e+00	2.298999999999999932e+00	1.499999999999999944e-02
1.060000254400061070e+00	2.298999999999999932e+00	1.499999999999999944e-02
1.079999913600006911e+00	2.298999999999999932e+00	1.400000000000000029e-02
1.099999890000010971e+00	2.298999999999999932e+00	1.400000000000000029e-02
1.120000179200028700e+00	2.298999999999999932e+00	1.299999999999999940e-02
1.139999977200000458e+00	2.298999999999999932e+00	1.200000000000000025e-02
1.159999953600001854e+00	2.298999999999999932e+00	1.000000000000000021e-02
1.179999480800228540e+00	2.298000000000000043e+00	1.000000000000000021e-02
1.200000480000191994e+00	2.298000000000000043e+00	8.999999999999999320e-03
1.220000195200031223e+00	2.297000000000000153e+00	8.000000000000000167e-03
1.239999404800285587e+00	2.297000000000000153e+00	7.000000000000000146e-03
1.259999672400085036e+00	2.295999999999999819e+00	7.000000000000000146e-03
1.280000000000000027e+00	2.295999999999999819e+00	6.000000000000000125e-03
1.299999610000116990e+00	2.294999999999999929e+00	5.000000000000000104e-03
1.319999577600135199e+00	2.294000000000000039e+00	5.000000000000000104e-03
1.339999383600283700e+00	2.293000000000000149e+00	5.000000000000000104e-03
1.360000217600034977e+00	2.293000000000000149e+00	4.000000000000000083e-03
1.379999392800267177e+00	2.291999999999999815e+00	4.000000000000000083e-03
1.399999440000224027e+00	2.291999999999999815e+00	4.000000000000000083e-03
1.420000710000355104e+00	2.291999999999999815e+00	4.000000000000000083e-03
1.440000921600590011e+00	2.290999999999999925e+00	4.000000000000000083e-03
